sightingID,city,state,country,durationSec,ufoShape
383,pensacola,fl,USA,3600,diamond
384,milton,fl,USA,900,light
385,"kidlington (uk/england)",n/a,UK,5,formation
386,"la crescenta",ca,USA,3,circle
387,enid,ok,USA,60,light
388,pampa,tx,USA,60,triangle
389,rome,ny,USA,120,oval
390,melbourne,ky,USA,360,oval
391,carlton,or,USA,900,cylinder
392,clackamas,or,USA,900,circle
393,"brassall (australia)",n/a,Australia,3600,unknown
394,seattle,wa,USA,10,triangle
395,"tega cay",sc,USA,1800,light
396,"gulf shores",al,USA,1800,disk
397,"london (uk/england)",n/a,UK,300,unknown
398,"klagenfurt (austria)",n/a,Other,60,chevron
399,brownsville,tx,USA,3,disk
400,concord,ca,USA,180,light
401,salisbury,nc,USA,20,sphere
402,"bellmere (australia)",n/a,Australia,240,cylinder
403,bridgeport,ct,USA,7200,circle
404,dover,md,USA,7200,sphere
405,riverside,ca,USA,60,light
406,naples,fl,USA,30,triangle
407,centerville,tx,USA,900,light
408,"villa park/lombard",il,USA,300,changing
409,albuquerque,nm,USA,120,fireball
410,"los angeles",ca,USA,30,triangle
411,"sedro woolley",wa,USA,10,unknown
412,"deer park",ny,USA,10800,other
413,crisfield,md,USA,600,light
414,"st. john&#39s (canada)",Newfoundland,Canada,5,flash
415,plymouth,mi,USA,20,triangle
416,glendale,az,USA,1200,egg
417,louisville,ky,USA,120,disk
418,"west palm beach",fl,USA,3,oval
419,"north smithfield",ri,USA,15,circle
420,putnamville,in,USA,540,flash
421,madison,wi,USA,180,light
422,"redondo beach",ca,USA,1200,other
423,moxee,wa,USA,1,rectangle
424,albany,ny,USA,120,oval
425,"west palm beach",fl,USA,2400,sphere
426,orangevale,ca,USA,2700,changing
427,"cottage grove",mn,USA,240,light
428,glendora,ca,USA,60,circle
429,ramona,ca,USA,5,triangle
430,"union city",ca,USA,15,other
431,"clinton township",mi,USA,15,fireball
432,omaha,il,USA,120,chevron
433,henderson,nv,USA,180,other
434,"cedar city",ut,USA,8,light
435,"des moines",ia,USA,90,light
436,"new bedford",ma,USA,1800,circle
437,monroe,ct,USA,300,unknown
438,"holden beach",nc,USA,30,circle
439,harrodsburg,ky,USA,480,unknown
440,worcester,ma,USA,4,unknown
441,"watchung (was my perspective)",nj,USA,3600,sphere
442,tewksbury,ma,USA,2,light
443,bablyon,ny,USA,120,disk
444,angola,in,USA,7200,cigar
445,arbutus,md,USA,300,light
446,"forty fort",pa,USA,720,fireball
447,"saratoga springs",ny,USA,300,circle
448,nanticoke,pa,USA,60,diamond
449,"las cruces",nm,USA,120,fireball
450,ravensdale,wa,USA,10,triangle
451,levittown,pa,USA,60,diamond
452,phoenix,az,USA,30,sphere
